Bearing 4-x,Bearing 4-y
0.1175308852971322,0.118959714829824
0.11711997656135473,0.11885209238732256
0.1177620000976604,0.1195908979930652
0.11669158650324625,0.11788993603203207
0.11795195077884522,0.1190150397968628
0.11864285365496224,0.11972400996142248
0.11733668636163695,0.2201315005615512
0.11775745886029518,0.118421504956296
0.11817788954538655,0.11966092094340383
0.11765774696029895,0.1195324967039401
0.11716167781629835,0.11882152448849942
0.11828956492016016,0.12003413252600108
0.11688598076077912,0.11862986473948856
0.11381537184432775,0.11852649055129555
0.1177180038087778,0.11969261194394228
0.11738644465061653,0.11879813467454405
0.11685160408222907,0.11828101958103265
0.1183285804970938,0.11972220323257905
0.11668660579129694,0.11876033986034334
0.1178782167097986,0.11986039357390407
0.11845607695688128,0.12032184188681043
0.11826221983495155,0.11940807656623803
0.1177249377410996,0.11885013916695016
0.1183853215489026,0.11957561404365395
0.11803608574637299,0.11929288539479445
0.11716968601982365,0.11876927584354605
0.11889613750671252,0.1202264759021421
0.11701259827139793,0.11849509253381367
0.117157185409442,0.1184461155329834
0.1186525220958047,0.11999965818643403
0.11708701596757562,0.1193111480052727
0.11774154011426233,0.1189675765418222
0.11857419795888274,0.1196698080960977
0.11787904682845822,0.11959495092533662
0.11717896381659157,0.11858411055227225
0.11822095805459115,0.11963841007861645
0.11726998388593092,0.11863240392597214
0.11839513648127302,0.11957864153523008
0.11819673812197833,0.1199441378973578
0.11818623956247795,0.11975111089408627
0.11788358806582185,0.11895292738903238
0.11850524927974825,0.11994672591435028
0.1179741686605779,0.11925943649592155
0.11792641242248005,0.11935245861614258
0.11883353679378796,0.11955783973826735
0.11790365740514487,0.11906972996728332
0.11768997509643807,0.11902417110210407
0.11838659114214573,0.12026422188583336
0.11783822452268068,0.11882469847160378
0.11779862297963628,0.11891903901557607
0.11822994286830366,0.11928141022510735
0.1187380243175932,0.11963884955320032
0.11800146491527852,0.1190728551198787
0.11852722300893477,0.11970032716441115
0.11790673372723308,0.1192751599199166
0.11819927730846007,0.11948791444894677
0.11813267249377316,0.11964749255334603
0.1171574783924988,0.11915279066360555
0.11794653059231255,0.1195863567556998
0.11927320669954485,0.12059407197617007
0.11793515308364512,0.1188863225743432
0.11740890668489555,0.11885399677718547
0.11831617754772995,0.1200025391864829
0.11751677327994445,0.11916411934176352
0.11809258264563573,0.11914824942624032
0.11849045363543025,0.12007456418770382
0.11787431026905512,0.11920074222373947
0.1185485619415012,0.11934191122613315
0.11927872454709552,0.12006660481468745
0.1177900288099988,0.11952146100883773
0.11740036134576788,0.11906655598417727
0.11958704038283027,0.1203978709897944
0.1184215049562952,0.11959915034913712
0.11801127984764767,0.11900034181356385
0.11881400459006668,0.11979100542018505
0.11747385126226807,0.11878734313198705
0.11777640509790382,0.11909385223887853
0.1189886713218421,0.12066331363836053
0.117918062405389,0.11960559597636533
0.11896000781288076,0.12007905659455982
0.11932975242931775,0.12113750671419415
0.11989618633722292,0.12078622003027448
0.11859792958640497,0.12004848869573673
0.11917500854533875,0.11955007568728815
0.11962669075638295,0.1218262122173921
0.11961809658674742,0.12161726646808793
0.11961047902729405,0.12074261438546703
0.11996743005029355,0.12109922359490186
0.11983651545485485,0.1207140485375251
0.11950158699155128,0.12201953220372085
0.11919581034230067,0.12030807168318665
0.119324185751256,0.12010703647638993
0.11932701792079575,0.12111162654426408
0.12036383612481005,0.12087655647248345
0.11859036085746222,0.1208729430147958
0.1192562136823084,0.12158367107768853
0.12003799013623588,0.1220403340006828
0.11893798525318515,0.1205850871624584
0.11870901899506775,0.1202882953269191
0.1205254162800904,0.12208574637433292
0.11887850969285578,0.1203941598710863
0.11869842277454785,0.12057546755212599
0.12005224864495148,0.1220115240001947
0.11991166560867175,0.1284949460422862
0.11829151814053268,0.11963225743444447
0.11928961375067015,0.11948298256750813
0.119875042726695,0.12144948483812633
0.1186179989257286,0.12095400166023634
0.12029923336100308,0.12094286830411567
0.11896406074515226,0.11993124664290132
0.11947072610967155,0.12197665901655234
0.11976673665706268,0.1207325064700409
0.119275062258899,0.12055417745007035
0.11875482201279307,0.13099140583036234
0.12024249230919393,0.1215987597050633
0.11906186825528565,0.12093857121929795
0.1193401533277981,0.12077303579276255
0.12009624493383353,0.12171116753747682
0.11931085502221707,0.12069627423213923
