Bearing 1-x,Bearing 1-y
0.12692812149030744,0.12405322525513927
0.1267441769617661,0.12449504370330547
0.1269145466087208,0.125458762634894
0.12650656770350138,0.12351735924605625
0.12726480785194613,0.12463006006152567
0.12912378534108154,0.12659216758630734
0.12896117974510485,0.12636354314175474
0.12784462131940014,0.1253523609551243
0.1273976268372473,0.12536696127740554
0.12888734801503976,0.1256016407051127
0.12910269056106274,0.12489770008301206
0.1292109966306955,0.1261703696469548
0.12853654963621303,0.12624986571609936
0.1273361980565446,0.12483343913277055
0.1294278040919972,0.12749426241515646
0.12796581864348927,0.12555447043312673
0.12853464524634947,0.1250328629327604
0.1296977391474207,0.1272890277845596
0.1280341813565108,0.1257828018946242
0.12826036427559948,0.12545915327896734
0.12982880023438653,0.12616197079935504
0.1289057571170469,0.12586615557400274
0.12942653449875466,0.12636852385370267
0.12993959665999333,0.12729854973387333
0.13026309878412068,0.12658103423018585
0.1293466966160468,0.12588490648957512
0.1302314077835826,0.12741286195615034
0.1302065042238396,0.1265512964500212
0.129258313394208,0.125994579813467
0.13172918599540948,0.1274874261438545
0.12849660627960352,0.1270378436447092
0.12930084476781106,0.12543424971922376
0.13265579373992867,0.12823912300405307
0.13066770838419936,0.12691210508325568
0.13068758240148473,0.12594272181258798
0.1315672640265634,0.12823536305483732
0.1296975926558919,0.1268008691830661
0.13053440109380288,0.12730343278480394
0.1311875091557207,0.1285474388397878
0.13068099028272814,0.12719029249475078
0.12972650031739866,0.12698564383026506
0.13032169539528327,0.12838439376922725
0.12937794814199954,0.12690482933737054
0.13063269690902968,0.12665115484154416
0.13171253479173842,0.1276291811123583
0.12704101762781414,0.12470579618145344
0.12825152595341627,0.12631857024268714
0.12942287221055712,0.1264473851262267
0.12810366717124827,0.1257642951315987
0.1272376580887738,0.1255078861272523
0.12951442941549904,0.1267825089115676
0.1292045998339766,0.12602988427169232
0.12858733336588762,0.12562351677328035
0.12821885834269192,0.12621172908833406
0.12775174569070796,0.1253873235997853
0.1293861516675628,0.12709604961179685
0.1286854338590751,0.12658640558621018
0.12882943503100724,0.12556213682308706
0.12847516968601996,0.1254372283802915
0.12945622344841026,0.12745138922798968
0.12734972410762194,0.12614414766345974
0.1264270716343575,0.12415908979930627
0.1286905122320434,0.12703662288197656
0.12742135846476849,0.1247580448264074
0.12821080130865742,0.12563377118023245
0.12774871819913072,0.1258635187264996
0.12656413887396847,0.1252171492748667
0.12841603593925513,0.12541999121050695
0.12842546022755014,0.12543195468528676
0.1275421163142728,0.12539030226085274
0.12696537916890502,0.12466814785878215
0.1278734801503981,0.1253048488695728
0.12732208603935766,0.1251796962742328
0.1271570877484252,0.12493222325308825
0.12761541090873585,0.12596816250793466
0.1261931734947999,0.12433761414131525
0.12745773719419926,0.12526534498754702
0.12837330924361534,0.12594936276185384
0.12637096537916875,0.12409385223887845
0.12585292250598087,0.12244274622784272
0.1264417696176563,0.12393251623614394
0.12734025098881788,0.1239617168807074
0.12544118365154566,0.12215498803652428
0.12593310220225565,0.12259324185751262
0.12720518580008744,0.12414942135846377
0.12675936325015827,0.1245041750085442
0.1266617022315542,0.12309644025587145
0.12698872015235133,0.12300937545778527
0.12449538551687055,0.12050710483910325
0.12738297768445728,0.12451691977147265
0.1271221251037652,0.1243553396161912
0.12497324088090178,0.12215088627374372
0.1257091654865951,0.12305166267884085
0.12676722496215695,0.12327550173348248
0.12570398945261044,0.12302719859368105
