Bearing 2-x,Bearing 2-y,Label
0.05308368932258701,0.05305847103522554,0
0.05483178799488897,0.06258178634925038,0
0.060431472368808865,0.06632026857509253,0
0.036522591883353606,0.05749975182072652,0
0.057770695191112775,0.059637477776680374,0
0.07226023904759016,0.08418127916106499,0
0.05489256455448288,0.06380801754403231,0
0.05394486226897932,0.07207915564901413,0
0.05719898348628361,0.07044342866427078,0
0.05485342032963292,0.03734082684306639,0
0.03672140334103702,0.04547772252656479,0
0.08642529788239807,0.07104357125454143,0
0.0699424888928264,0.05575572842869958,0
0.04764985284860579,0.03653311613887933,0
0.07617775186473352,0.08409667259288423,0
0.03128344642237213,0.047570324979465006,0
0.03296252764560448,0.027216240851228868,0
0.08280239686268898,0.08211913507269708,0
0.03613217974615957,0.05538345952873636,0
0.0641326618381961,0.04996638299026257,0
0.06392766971338082,0.07310797151805247,0
0.04917750772840801,0.07503587318491922,0
0.056292485647976516,0.06644435820841688,0
0.07280928830648438,0.0804721272121749,0
0.03907211705358149,0.0578765330710227,0
0.06622893808928376,0.06077120579023365,0
0.06138329509901608,0.07223595982203967,0
0.06298717820613575,0.0632496141940675,0
0.03999818700433444,0.06530047740666634,0
0.07043076159208761,0.08596816988094691,0
0.032544302506572816,0.05943216583791156,0
0.055053261898541095,0.0613532989793053,0
0.08150342666483823,0.08771106518540782,0
0.05085555884045157,0.07350731451984283,0
0.05168891878499249,0.054114361006080365,0
0.07016396279650827,0.09080992175584823,0
0.039716966652195484,0.03823201602787707,0
0.07114359852857888,0.07293198985625482,0
0.05948067974977622,0.0817333291218083,0
0.0339689462683781,0.050194256680526905,0
0.05879977625984977,0.06016993511241031,0
0.06249684528449695,0.09313829451211796,0
0.03703558725093359,0.04635424657285458,0
0.030277027799608724,0.045446136074434484,0
0.0926286274077368,0.08859999819507003,0
0.025233603462819776,0.0240982067919906,0
0.04715024892636066,0.0416557618200839,0
0.04601197607259255,0.0786412410768258,0
0.05246047205872939,0.04482004746992452,0
0.06769581640944011,0.04938654597633052,0
0.07991499522542078,0.08878613264506274,0
0.052669584628259436,0.06229412401742174,0
0.05511094812462414,0.05418317434818309,0
0.06406570461149208,0.07730558538721999,0
0.0605962901575885,0.04756130027886218,0
0.04917750772840135,0.049300811320589055,0
0.0813777531008899,0.08608323481369108,0
0.04906625572098156,0.05171379064501647,0
0.07182862246321252,0.07818436560867514,0
0.07643321943737114,0.06936046459159151,0
0.04568852116208609,0.04812534406671887,0
0.03029659991201505,0.039548494228713434,0
0.0527149095201942,0.08917532285869978,0
0.05247386350408023,0.060991182867521136,0
0.04075222838800796,0.049459871668746665,0
0.05132631964966583,0.07125677980633682,0
0.055861899174757035,0.05975479888456281,0
0.0405935912663038,0.052831725432513466,0
0.05455674830984858,0.0723341034411149,0
0.05300643098409541,0.06513690470818645,0
0.05832283478357425,0.0473322985010074,0
0.06734454849710625,0.07108305431968588,0
0.051708490897434345,0.05145884285288327,0
0.0715237095539738,0.04365022065393465,0
0.04963281686992227,0.08287382566083812,0
0.026504760658840443,0.03410321550083184,0
0.04032782258189194,0.05089367097746722,0
0.05851958601890628,0.06472628083063059,0
0.04442251452198942,0.03547835425560697,0
0.054370298186277484,0.04295644679488975,0
0.049158965727156716,0.05611558836535302,0
0.056788999236670364,0.07093301867212443,0
0.04088511273021167,0.045234055610216206,0
0.046155161526572286,0.061495438013846375,0
0.0558443872847163,0.07841449547413859,0
0.047551992286505314,0.06392985100218995,0
0.058477351460540124,0.05429598310575656,0
0.053924260045384635,0.06505004196485586,0
0.00245990549759334,0.009575207342506165,0
0.09510398457305902,0.07532015125396807,0
0.06983432721894768,0.07941059680346996,0
0.060842486729594025,0.04299592986003198,0
0.035016569338313534,0.04400105589000036,0
0.04409390905558608,0.0628705767686184,0
0.05633472020633867,0.03948870558718465,0
0.05079066183610737,0.04298464898428067,0
0.06349296279548833,0.07045358145243917,0
0.07204288558862793,0.059156912469443323,0
0.06046443592656425,0.06678278448114973,0
0.058659681139372026,0.061731208317159066,0
0.05566411782825531,0.050628570397181605,0
0.04855944102049392,0.04755904410371503,0
0.08541887925963287,0.08128999070457921,0
0.06088987184386285,0.06276792079922222,0
0.030623145156047468,0.033144341061503546,0
0.0660641203004686,0.08054094055430783,0
0.053136224992751835,0.03934318228991751,0
0.03895468437906846,0.047393215230086216,0
0.06305516554399747,0.07716344635266026,0
0.04946902919231233,0.06843994512981587,0
0.05930350062681766,0.05258241807830055,0
0.06608987307997173,0.05848457227432612,0
0.04884375170610111,0.05526726650843994,0
0.052298744603499266,0.05923023816184481,0
0.06358464269048536,0.06738631133413486,0
0.03841387600963664,0.04563791096232128,0
0.03340444534178344,0.038482451469671115,0
0.05981340566084858,0.07499751820733637,0
0.05397164515967568,0.055138664524831515,0
0.032407297719638795,0.045177651231421034,0
0.08428781718409173,0.10178395769219506,0
0.05886879370889631,0.0634774878843376,0
0.06308297854587952,0.06216552203380887,0
0.07936079541063101,0.07323318923897126,0
0.028950244599900813,0.040201656935017205,0
0.08920041740105322,0.0629506709864911,0
0.08020342635579736,0.09079074426706503,0
0.07213250526128512,0.05732264207136106,0
0.02507805667463669,0.02423244921348777,0
0.06785239330881199,0.07863221637620166,0
0.06279248719314268,0.06285929589286132,0
0.02111212863203837,0.0657257664227009,0
0.07693282335960472,0.08873311252902383,0
0.04619842619611303,0.05326265488645099,0
0.03981997777019286,0.03540954091346915,0
0.06900920816385714,0.08542443166949276,0
0.06066221727309396,0.04400105588995995,0
0.044378219741255,0.04408791863330608,0
0.06337656023214587,0.06447020495096023,0
0.04311633354586375,0.04652684397196749,0
0.03418217928259981,0.03689636033825705,0
0.06741253583498708,0.08140618372484854,0
0.07351697468706275,0.06015301379877557,0
0.07387648348884479,0.08728803234451421,0
0.06053963404270135,0.07777035746839768,0
0.06467450031881182,0.07197424350448234,0
0.10978924955368896,0.10570180584258447,0
0.09058591693800544,0.10274734448183408,0
0.055439553590996386,0.0751971897082333,0
0.08862355514029607,0.08674090987033001,0
0.0654285417024969,0.07172493615025166,0
0.06224137771188065,0.07369006470710948,0
0.05200825325075753,0.06024890124271609,0
0.06251744750809518,0.062017742561400364,0
0.0544733093042562,0.06748558304079166,0
0.06779058663800575,0.0681804849874128,0
0.05744414994709812,0.0745993032931187,0
0.03548114948045766,0.040130587417769086,0
0.05363685902619464,0.08485700361891135,0
0.0867631743493904,0.07528066818884227,0
0.05286839608597616,0.07142373676753744,0
0.04702560547360424,0.08005360672161244,0
0.08750691462127502,0.09273895151029564,0
0.05825690766805903,0.07012643605549096,0
0.0438363812606144,0.06396594980462877,0
0.07472941554580226,0.08446442914255847,0
0.05841966523446995,0.05321527520827018,0
0.09049011659827057,0.06788943839289763,0
0.08491000433676765,0.08664389433881192,0
0.08159407644867844,0.08948667502955754,0
0.06314375510548675,0.07913647152257752,0
0.0743369431862635,0.1009830155134539,0
0.055620853158656385,0.05152765619501354,0
0.057271091268889414,0.07780871244595655,0
0.06684494457484648,0.08836084362900865,0
0.06819851066525251,0.05695601360927016,0
0.05624098008897471,0.0784065988610978,0
0.08636040087805252,0.10883112077757763,0
0.08062577193956066,0.06663162074597873,0
0.0524079363885841,0.06316951997619791,0
0.09084447484416723,0.09196169917063203,0
0.06497632289451928,0.07562022254912737,0
0.0587451803673078,0.07932599023530562,0
0.07706982814654584,0.08970213975650809,0
0.0584093641226473,0.05712071439530586,0
0.06401522916367773,0.06465972366368923,0
0.0927512106381574,0.08290428402540195,0
0.05343083679020122,0.04954560632449967,0
0.04689478135374703,0.048662313752767535,0
0.06328385022594851,0.07850135821744564,0
0.06635461165321388,0.07885106536592001,0
0.0607662585022597,0.06050610520993384,0
0.0815724441138812,0.07064986869061585,0
0.0532536576672511,0.06614428691327756,0
0.05370175603051841,0.0668301641593132,0
0.07634359976471794,0.089959343723788,0
0.08650152610969375,0.06634170223905445,0
0.046038758963248494,0.0413771241889136,0
0.0926554102984234,0.09946799389931772,0
0.07280619797291976,0.07679230554025107,0
0.07554938404503364,0.0653974929381711,0
0.08815382444226394,0.0914980551770026,0
0.07502814778798106,0.06233135090745101,0
0.041348662761151456,0.060903192036597435,0
0.08381602626371533,0.09203728103821662,0
0.036083764520708606,0.053551445305816785,0
0.03949961319324302,0.0682312489282988,0
0.07173900279056511,0.07791249650295473,0
0.046492007882402035,0.0680778290180255,0
0.060463405815381226,0.08259970037994258,0
0.05602980729707907,0.09600363695436308,0
0.05216689037246214,0.07310684343047491,0
0.08164455189647724,0.1010247547537717,0
0.06997648256175504,0.09020188255256256,0
0.07526713358172632,0.06614090265055239,0
0.05531078969353676,0.0793372711110365,0
0.0638926459332696,0.07647192866876651,0
0.06119787508662222,0.045932341819565625,0
0.05529121758108557,0.06464280235002651,0
0.08000564500926455,0.07590111635546792,0
0.06379272514881773,0.06599650744087482,0
0.06436134652012583,0.06202902343716854,0
0.05496158200354628,0.08628854675249142,0
0.06263900062731498,0.07211412636387804,0
0.03674921634290529,0.06800788758834164,0
0.09320961011322516,0.08157426877364582,0
0.09109479186086487,0.06754311550715109,0
0.055014117673712,0.06445102746216369,0
0.08749970384303696,0.1104239804344429,0
0.06968496109784318,0.06000072197604744,0
0.09445604464089197,0.0980669091302948,0
0.10307704510547656,0.07861867932530142,0
0.08436713574495336,0.08194540958604124,0
0.04929906084761981,0.06965940779915059,0
0.09639265365911287,0.10043363686410656,0
0.06406776483382393,0.0638565253097565,0
0.07786919442215012,0.07937449800102225,0
0.06729510316049359,0.0853781800788691,0
0.0901450293530135,0.08923962385050288,0
0.055490029038843584,0.07553561598093372,0
0.054161185616754086,0.07774553954172347,0
0.07833789500900812,0.06150897506477637,0
0.07859233247041786,0.0818111671645183,0
0.07510437601529496,0.08867783623779646,0
0.07441420152478262,0.09601040547977613,0
0.053335036450472106,0.07003731713699057,0
0.0937112742578341,0.07044342866428144,0
0.06683979401897089,0.06909085166100004,0
0.06632061798429456,0.05640325069717544,0
0.08632022654202665,0.07852279188140532,0
0.05864628969402608,0.09010373893344116,0
0.044284479623876834,0.06139165395689927,0
0.0729339317592621,0.09343385345691503,0
0.05636047298585201,0.05600277960780042,0
0.045638045714262436,0.07043666013879424,0
0.0919631755855348,0.09451456135442493,0
0.08777886397278367,0.06897691481585788,0
0.0700413795661019,0.06336129486403452,0
0.06690881146799921,0.07761242520780476,0
0.03768661751662528,0.07517462795673335,0
0.057943753869355685,0.05358077558277597,0
0.06440976174556967,0.07848782116653298,0
0.05708052070058756,0.06743369101231123,0
0.057048587254009415,0.07436240490221069,0
0.0815312396666883,0.08781936159268389,0
0.04694422669038234,0.04541454962234548,0
0.049264037067502375,0.04246121634915179,0
0.07913314083988787,0.09171464799154537,0
0.03928741029018257,0.06367039085979975,0
0.046102625856390585,0.042716164141250346,0
0.07176166523652316,0.07271990939199835,0
0.06337243978741336,0.062172290559279635,0
0.09072086150256677,0.08299904338174313,0
0.0825458991788861,0.08343561327351301,0
0.02496886488957584,0.05956302399668713,0
0.05663757289322958,0.06525986625394475,0
0.059106749391457665,0.06894984071405608,0
0.043193591884363336,0.061311559739015024,0
0.047750803744235785,0.06375838169071546,0
0.05763266029301395,0.08962655788895679,0
0.060202787686870714,0.06560731722724887,0
0.05290032953255075,0.06001538711452881,0
0.07441935208063777,0.09793605097150948,0
0.07235397916497542,0.07727512702269701,0
0.0658292549514754,0.04599889898653231,0
0.0672456578238454,0.08683228496394424,0
0.049380439630833266,0.06278597020043764,0
0.06939343963393307,0.07050772965609564,0
0.0655933594912903,0.07061715415090797,0
0.06863836813906987,0.060802792242382615,0
0.05534066291775419,0.04293162886822799,0
0.061122676970502436,0.07123647422998447,0
0.033861814705647315,0.02565496764644104,0
0.05460207320174293,0.05566435333507869,0
0.0668634865760942,0.08024876587220486,0
0.05946213774851295,0.05802656871857259,0
0.05701459358508565,0.06155184239261757,0
0.08449589964244764,0.09652594150187667,0
0.043051436541530215,0.06672638010234523,0
0.08582680328686054,0.060728338462384464,0
0.06744858972627332,0.08625019177489701,0
